frame,time_s,z_m,vz_mps,F_brake_N,P_recov_W,E_cum_J,wheel_deg
1125,9.366667,3.646969,-1.22625,4905.0,4059.96,37309.64,1626.2
1126,9.375,3.63675,-1.22625,4905.0,4059.96,37343.47,1627.67
1127,9.383333,3.626531,-1.22625,4905.0,4059.96,37377.3,1629.13
1128,9.391667,3.616313,-1.22625,4905.0,4059.96,37411.14,1630.59
1129,9.4,3.606094,-1.22625,4905.0,4059.96,37444.97,1632.06
1130,9.408333,3.595875,-1.22625,4905.0,4059.96,37478.8,1633.52
1131,9.416667,3.585656,-1.22625,4905.0,4059.96,37512.63,1634.98
1132,9.425,3.575438,-1.22625,4905.0,4059.96,37546.47,1636.45
1133,9.433333,3.565219,-1.22625,4905.0,4059.96,37580.3,1637.91
1134,9.441667,3.555,-1.22625,4905.0,4059.96,37614.13,1639.38
1135,9.45,3.544781,-1.22625,4905.0,4059.96,37647.97,1640.84
1136,9.458333,3.534563,-1.22625,4905.0,4059.96,37681.8,1642.3
1137,9.466667,3.524344,-1.22625,4905.0,4059.96,37715.63,1643.77
1138,9.475,3.514125,-1.22625,4905.0,4059.96,37749.47,1645.23
1139,9.483333,3.503906,-1.22625,4905.0,4059.96,37783.3,1646.69
1140,9.491667,3.493688,-1.22625,4905.0,4059.96,37817.13,1648.16
1141,9.5,3.483469,-1.22625,4905.0,4059.96,37850.96,1649.62
1142,9.508333,3.47325,-1.22625,4905.0,4059.96,37884.8,1651.09
1143,9.516667,3.463031,-1.22625,4905.0,4059.96,37918.63,1652.55
1144,9.525,3.452813,-1.22625,4905.0,4059.96,37952.46,1654.01
1145,9.533333,3.442594,-1.22625,4905.0,4059.96,37986.3,1655.48
1146,9.541667,3.432375,-1.22625,4905.0,4059.96,38020.13,1656.94
1147,9.55,3.422156,-1.22625,4905.0,4059.96,38053.96,1658.4
1148,9.558333,3.411938,-1.22625,4905.0,4059.96,38087.8,1659.87
1149,9.566667,3.401719,-1.22625,4905.0,4059.96,38121.63,1661.33
1150,9.575,3.3915,-1.22625,4905.0,4059.96,38155.46,1662.8
1151,9.583333,3.381281,-1.22625,4905.0,4059.96,38189.29,1664.26
1152,9.591667,3.371063,-1.22625,4905.0,4059.96,38223.13,1665.72
1153,9.6,3.360844,-1.22625,4905.0,4059.96,38256.96,1667.19
1154,9.608333,3.350625,-1.22625,4905.0,4059.96,38290.79,1668.65
1155,9.616667,3.340406,-1.22625,4905.0,4059.96,38324.63,1670.11
1156,9.625,3.330188,-1.22625,4905.0,4059.96,38358.46,1671.58
1157,9.633333,3.319969,-1.22625,4905.0,4059.96,38392.29,1673.04
1158,9.641667,3.30975,-1.22625,4905.0,4059.96,38426.13,1674.5
1159,9.65,3.299531,-1.22625,4905.0,4059.96,38459.96,1675.97
1160,9.658333,3.289313,-1.22625,4905.0,4059.96,38493.79,1677.43
1161,9.666667,3.279094,-1.22625,4905.0,4059.96,38527.62,1678.9
1162,9.675,3.268875,-1.22625,4905.0,4059.96,38561.46,1680.36
1163,9.683333,3.258656,-1.22625,4905.0,4059.96,38595.29,1681.82
1164,9.691667,3.248438,-1.22625,4905.0,4059.96,38629.12,1683.29
1165,9.7,3.238219,-1.22625,4905.0,4059.96,38662.96,1684.75
1166,9.708333,3.228,-1.22625,4905.0,4059.96,38696.79,1686.21
1167,9.716667,3.217781,-1.22625,4905.0,4059.96,38730.62,1687.68
1168,9.725,3.207563,-1.22625,4905.0,4059.96,38764.46,1689.14
1169,9.733333,3.197344,-1.22625,4905.0,4059.96,38798.29,1690.61
1170,9.741667,3.187125,-1.22625,4905.0,4059.96,38832.12,1692.07
1171,9.75,3.176906,-1.22625,4905.0,4059.96,38865.95,1693.53
1172,9.758333,3.166688,-1.22625,4905.0,4059.96,38899.79,1695.0
1173,9.766667,3.156469,-1.22625,4905.0,4059.96,38933.62,1696.46
1174,9.775,3.14625,-1.22625,4905.0,4059.96,38967.45,1697.92
1175,9.783333,3.136031,-1.22625,4905.0,4059.96,39001.29,1699.39
1176,9.791667,3.125813,-1.22625,4905.0,4059.96,39035.12,1700.85
1177,9.8,3.115594,-1.22625,4905.0,4059.96,39068.95,1702.32
1178,9.808333,3.105375,-1.22625,4905.0,4059.96,39102.79,1703.78
1179,9.816667,3.095156,-1.22625,4905.0,4059.96,39136.62,1705.24
1180,9.825,3.084938,-1.22625,4905.0,4059.96,39170.45,1706.71
1181,9.833333,3.074719,-1.22625,4905.0,4059.96,39204.28,1708.17
1182,9.841667,3.0645,-1.22625,4905.0,4059.96,39238.12,1709.63
1183,9.85,3.054281,-1.22625,4905.0,4059.96,39271.95,1711.1
1184,9.858333,3.044063,-1.22625,4905.0,4059.96,39305.78,1712.56
1185,9.866667,3.033844,-1.22625,4905.0,4059.96,39339.62,1714.03
1186,9.875,3.023625,-1.22625,4905.0,4059.96,39373.45,1715.49
1187,9.883333,3.013406,-1.22625,4905.0,4059.96,39407.28,1716.95
1188,9.891667,3.003188,-1.22625,4905.0,4059.96,39441.12,1718.42
1189,9.9,2.992969,-1.22625,4905.0,4059.96,39474.95,1719.88
1190,9.908333,2.98275,-1.22625,4905.0,4059.96,39508.78,1721.34
1191,9.916667,2.972531,-1.22625,4905.0,4059.96,39542.61,1722.81
1192,9.925,2.962313,-1.22625,4905.0,4059.96,39576.45,1724.27
1193,9.933333,2.952094,-1.22625,4905.0,4059.96,39610.28,1725.74
1194,9.941667,2.941875,-1.22625,4905.0,4059.96,39644.11,1727.2
1195,9.95,2.931656,-1.22625,4905.0,4059.96,39677.95,1728.66
1196,9.958333,2.921438,-1.22625,4905.0,4059.96,39711.78,1730.13
1197,9.966667,2.911219,-1.22625,4905.0,4059.96,39745.61,1731.59
1198,9.975,2.901,-1.22625,4905.0,4059.96,39779.45,1733.05
1199,9.983333,2.890781,-1.22625,4905.0,4059.96,39813.28,1734.52
1200,9.991667,2.880563,-1.22625,4905.0,4059.96,39847.11,1735.98
